pais;codigo;ano;expectativa_vida;pib_per_capita;populacao;continente
Tunisia;TUN;1950;37,6;1777;3606294;Africa
Turkey;TUR;1950;47,7;2079;20977698;Asia
Uganda;UGA;1950;39,3;1095;5750643;Africa
United Arab Emirates;ARE;1950;41,1;25182;74613;Asia
United Kingdom;GBR;1950;68,6;11061;50055068;Europe
United States;USA;1950;68,1;15240;148281552;North America
Uruguay;URY;1950;65,6;7015;2234152;South America
Venezuela;VEN;1950;51,1;8462;5488619;South America
Vietnam;VNM;1950;49,2;1049;25109200;Asia
Yemen;YEM;1950;31,7;1452;4712813;Asia
Zambia;ZMB;1950;45,1;1054;2318453;Africa
Zimbabwe;ZWE;1950;49,6;1117;2791336;Africa
Afghanistan;AFG;1951;28;1170;7571542;Asia
Albania;ALB;1951;45,1;1666;1289175;Europe
Algeria;DZA;1951;42,5;2147;9271741;Africa
Angola;AGO;1951;36,4;1715;4569744;Africa
Argentina;ARG;1951;61,6;8086;17354614;South America
Australia;AUS;1951;68,7;11966;8419836;Oceania
Austria;AUT;1951;65,2;6311;6930432;Europe
Bahrain;BHR;1951;38,2;3483;120371;Asia
Bangladesh;BGD;1951;38,9;862;40548596;Asia
Barbados;BRB;1951;55,4;3513;215438;North America
Belgium;BEL;1951;66,7;9161;8655405;Europe
Benin;BEN;1951;35,2;1597;2280682;Africa
Bolivia;BOL;1951;40,7;3209;3136898;South America
Botswana;BWA;1951;45,3;497;422896;Africa
Brazil;BRA;1951;48,4;2279;55591060;South America
Bulgaria;BGR;1951;60,7;3170;7228735;Europe
Burkina Faso;BFA;1951;33,4;776;4261987;Africa
Burundi;BDI;1951;40,8;618;2303256;Africa
Cambodia;KHM;1951;39,2;775;4485394;Asia
Cameroon;CMR;1951;34,6;1095;4381983;Africa
Canada;CAN;1951;68,5;12007;14085723;North America
Cape Verde;CPV;1951;47,6;1019;187262;Africa
Central African Republic;CAF;1951;35,6;1339;1456941;Africa
Chad;TCD;1951;36,3;834;2560170;Africa
Chile;CHL;1951;53,5;6001;6748677;South America
China;CHN;1951;44,6;950;553614016;Asia
Colombia;COL;1951;49,2;3427;12087061;South America
Comoros;COM;1951;33,4;553;165156;Africa
Congo;COG;1951;40,6;1726;853259;Africa
Costa Rica;CRI;1951;54,4;3110;979751;North America
Cote d'Ivoire;CIV;1951;32,4;1686;2814326;Africa
Cuba;CUB;1951;60,2;2664;6047906;North America
Cyprus;CYP;1951;57,5;2782;501289;Europe
Democratic Republic of Congo;COD;1951;38,4;995;12545795;Africa
Denmark;DNK;1951;70,9;11056;4299583;Europe
Djibouti;DJI;1951;40,8;3566;64334;Africa
Dominica;DMA;1951;47,6;1066;50384;North America
Dominican Republic;DOM;1951;44,7;1780;2455308;North America
Ecuador;ECU;1951;49,3;2925;3613182;South America
Egypt;EGY;1951;35,7;1443;21606364;Africa
El Salvador;SLV;1951;42,4;2361;2232154;North America
Equatorial Guinea;GNQ;1951;39,4;827;230178;Africa
Eswatini;SWZ;1951;43,3;623;278573;Africa
Ethiopia;ETH;1951;36,6;630;18101148;Africa
Finland;FIN;1951;65,6;7286;4047494;Europe
France;FRA;1951;66,1;8705;42196660;Europe
Gabon;GAB;1951;40,3;3049;475839;Africa
Gambia;GMB;1951;31,9;1015;314626;Africa
Germany;DEU;1951;67,1;6704;70820040;Europe
Ghana;GHA;1951;43,6;1808;5220301;Africa
Greece;GRC;1951;66,5;3287;7766347;Europe
Guatemala;GTM;1951;40,4;3263;3185855;North America
Guinea;GIN;1951;35,6;542;3032444;Africa
Guinea-Bissau;GNB;1951;35,7;489;549492;Africa
Haiti;HTI;1951;37,9;1788;3301803;North America
Honduras;HND;1951;42,9;2066;1602234;North America
Hong Kong;HKG;1951;59,8;3688;2075517;Asia
Hungary;HUN;1951;62,5;4296;9423047;Europe
Iceland;ISL;1951;71,3;8080;145405;Europe
India;IND;1951;41,7;993;364922368;Asia
Indonesia;IDN;1951;39,8;1356;71019352;Asia
Iran;IRN;1951;39,2;2668;17219634;Asia
Iraq;IRQ;1951;40,6;2303;5783975;Asia
Ireland;IRL;1951;64,8;5649;2924713;Europe
Israel;ISR;1951;68,1;5035;1337637;Asia
Italy;ITA;1951;65,3;5958;46750764;Europe
Jamaica;JAM;1951;57,3;2251;1448405;North America
Japan;JPN;1951;61;3389;85683472;Asia
Jordan;JOR;1951;41,4;2702;469976;Asia
Kenya;KEN;1951;39,1;1229;5905776;Africa
Kuwait;KWT;1951;48,8;47464;157775;Asia
Laos;LAO;1951;38,7;706;1725439;Asia
Lebanon;LBN;1951;61,4;5150;1388220;Asia
Lesotho;LSO;1951;45,2;657;590010;Africa
Liberia;LBR;1951;38,6;3257;933345;Africa
Libya;LBY;1951;33,5;668;1142851;Africa
Luxembourg;LUX;1951;66,6;12337;298220;Europe
Madagascar;MDG;1951;39,9;1549;4050689;Africa
Malawi;MWI;1951;32,8;529;3001119;Africa
Malaysia;MYS;1951;47,8;2295;6118741;Asia
Mali;MLI;1951;28,3;740;4760165;Africa
Malta;MLT;1951;62,4;1642;298201;Europe
Mauritania;MRT;1951;39,3;698;673332;Africa
Mauritius;MUS;1951;51,5;4022;540608;Africa
Mexico;MEX;1951;44,8;3673;28328022;North America
Mongolia;MNG;1951;39,6;697;793058;Asia
Morocco;MAR;1951;39,3;2324;9188598;Africa
Mozambique;MOZ;1951;37,5;1841;6002285;Africa
Myanmar;MMR;1951;36;711;18053722;Asia
Namibia;NAM;1951;41,8;4038;520842;Africa
Nepal;NPL;1951;37,7;816;8579837;Asia
Netherlands;NLD;1951;71,5;9615;10226297;Europe
New Zealand;NZL;1951;69,1;12199;1952129;Oceania
Nicaragua;NIC;1951;40,8;2657;1369717;North America
Niger;NER;1951;36,2;1004;2659702;Africa
Nigeria;NGA;1951;35,9;1262;37903172;Africa
Norway;NOR;1951;72,5;9038;3296349;Europe
Oman;OMN;1951;30;1036;463731;Asia
Pakistan;PAK;1951;36,2;969;38215788;Asia
Palestine;PSE;1951;45,9;1608;953416;Asia
Panama;PAN;1951;56,1;2491;882717;North America
Paraguay;PRY;1951;58,5;2373;1539192;South America
Peru;PER;1951;46,4;3867;7897488;South America
Philippines;PHL;1951;53,6;1835;19301122;Asia
Poland;POL;1951;59,6;4001;25242280;Europe
Portugal;PRT;1951;58,7;3456;8472651;Europe
Puerto Rico;PRI;1951;61,5;3515;2250412;North America
Qatar;QAT;1951;53;48653;25115;Asia
Romania;ROU;1951;62,4;1046;16612736;Europe
Rwanda;RWA;1951;43,4;1058;2227469;Africa
Saint Lucia;LCA;1951;48,3;1254;87330;North America
Sao Tome and Principe;STP;1951;40,2;1274;62065;Africa
Saudi Arabia;SAU;1951;41,2;3784;3183591;Asia
Senegal;SEN;1951;36,9;2042;2561159;Africa
Seychelles;SYC;1951;51,3;2778;38322;Africa
Sierra Leone;SLE;1951;29,8;942;2026726;Africa
Singapore;SGP;1951;52,1;3368;1048942;Asia
South Africa;ZAF;1951;44,2;4130;13325058;Africa
South Korea;KOR;1951;26,5;990,7700195;20116896;Asia
Spain;ESP;1951;61,5;3790;28207082;Europe
Sri Lanka;LKA;1951;55,2;2061;8091463;Asia
Sweden;SWE;1951;71,4;11077;7068422;Europe
Switzerland;CHE;1951;68,7;11877,89355;4748099;Europe
Syria;SYR;1951;44,4;3609;3620732;Asia
Taiwan;TWN;1951;56,4;1513;7934693;Asia
Tanzania;TZA;1951;41,5;743;7834804;Africa
Thailand;THA;1951;44;1353;20914572;Asia
Togo;TGO;1951;41;885;1421236;Africa
Trinidad and Tobago;TTO;1951;56;6207;665289;North America
Tunisia;TUN;1951;38,1;1763;3673788;Africa
Turkey;TUR;1951;47,7;2299;21519608;Asia
Uganda;UGA;1951;39,6;1023;5909826;Africa
United Arab Emirates;ARE;1951;41,3;26634;79780;Asia
United Kingdom;GBR;1951;68,2;11354;50271908;Europe
United States;USA;1951;68,2;16125;150598448;North America
Uruguay;URY;1951;65,9;7548;2256080;South America
Venezuela;VEN;1951;51,7;9039;5732110;South America
Vietnam;VNM;1951;49,8;1078;25627542;Asia
Yemen;YEM;1951;31,7;1463;4782789;Asia
Zambia;ZMB;1951;45,3;1097;2384835;Africa
Zimbabwe;ZWE;1951;49,9;1151;2881722;Africa
Afghanistan;AFG;1952;28,4;1189;7667534;Asia
Albania;ALB;1952;46;1667;1326957;Europe
Algeria;DZA;1952;42,9;2193;9521703;Africa
Angola;AGO;1952;36,5;1755;4663968;Africa
Argentina;ARG;1952;62,3;7519;17693856;South America
Australia;AUS;1952;69,1;11824;8632790;Oceania
Austria;AUT;1952;66,7;6323;6927017;Europe
Bahrain;BHR;1952;38,7;3614;123695;Asia
Bangladesh;BGD;1952;39,7;874;41426888;Asia
Barbados;BRB;1952;55,9;3655;219481;North America
Belgium;BEL;1952;68;9035;8695589;Europe
Benin;BEN;1952;35,5;1565;2297837;Africa
Bolivia;BOL;1952;40,8;3237;3186940;South America
Bosnia and Herzegovina;BIH;1952;51,2;1894;2787386;Europe
Botswana;BWA;1952;45,9;504;432601;Africa
Brazil;BRA;1952;48,9;2377;57283340;South America
Bulgaria;BGR;1952;59,6;3017;7293469;Europe
Burkina Faso;BFA;1952;33,6;797;4312577;Africa
Burundi;BDI;1952;41;626;2351540;Africa
Cambodia;KHM;1952;39,5;803;4592881;Asia
Cameroon;CMR;1952;35;1122;4449599;Africa
Canada;CAN;1952;68,7;12486;14485746;North America
Cape Verde;CPV;1952;47,9;1031;189477;Africa
Central African Republic;CAF;1952;36;1369;1477904;Africa
Chad;TCD;1952;36,5;851;2607682;Africa
Chile;CHL;1952;53,9;6252;6882965;South America
China;CHN;1952;45,4;1047;564954496;Asia
Colombia;COL;1952;50,2;3529;12419969;South America
Comoros;COM;1952;37;559;168309;Africa
Congo;COG;1952;41,4;1758;872091;Africa
Costa Rica;CRI;1952;55,4;3370;1012955;North America
Cote d'Ivoire;CIV;1952;32,9;1714;2893690;Africa
Croatia;HRV;1952;60,3;2738;3935779;Europe
Cuba;CUB;1952;60,6;2844;6170597;North America
Cyprus;CYP;1952;58,4;3017;508981;Europe
Democratic Republic of Congo;COD;1952;38,8;1065;12807615;Africa
Denmark;DNK;1952;70,8;11086;4330760;Europe
Djibouti;DJI;1952;41;3585;66380;Africa
Dominica;DMA;1952;45,3;1121;50567;North America
Dominican Republic;DOM;1952;45,3;1868;2532760;North America
Ecuador;ECU;1952;49,6;3202;3710592;South America
Egypt;EGY;1952;37,7;1435;22108170;Africa
El Salvador;SLV;1952;43,7;2472;2283112;North America
Equatorial Guinea;GNQ;1952;39,7;845;233990;Africa
Eswatini;SWZ;1952;43,6;628;285572;Africa
Ethiopia;ETH;1952;36,8;636;18496798;Africa
Finland;FIN;1952;66,5;7450;4090784;Europe
France;FRA;1952;67,4;8869;42542396;Europe
Gabon;GAB;1952;41;3143;478905;Africa
Gambia;GMB;1952;32,1;1022;322836;Africa
Germany;DEU;1952;67,4;7257;70808376;Europe
Ghana;GHA;1952;44,1;1728;5373388;Africa
Greece;GRC;1952;67,1;3272;7863884;Europe
Guatemala;GTM;1952;40,9;3226;3276113;North America
Guinea;GIN;1952;35,6;550;3081460;Africa
Guinea-Bissau;GNB;1952;35,9;516;553619;Africa
Haiti;HTI;1952;38,8;1860;3358721;North America
Honduras;HND;1952;43,3;2083;1648145;North America
Hong Kong;HKG;1952;60,5;3846;2173606;Asia
Hungary;HUN;1952;63,9;4403;9503843;Europe
Iceland;ISL;1952;72,2;8823;147760;Europe
India;IND;1952;42;1003;372997184;Asia
Indonesia;IDN;1952;40,7;1401;72570832;Asia
Iran;IRN;1952;39,6;2597;17614458;Asia
Iraq;IRQ;1952;42,2;2482;5930354;Asia
Ireland;IRL;1952;67,2;5805;2929379;Europe
Israel;ISR;1952;68;4828;1393191;Asia
Italy;ITA;1952;65,9;6371;47016488;Europe
Jamaica;JAM;1952;58,1;2397;1482284;North America
Japan;JPN;1952;63;3724;86921760;Asia
Jordan;JOR;1952;42,7;2751;504575;Asia
Kenya;KEN;1952;38,9;1063;6048731;Africa
Kuwait;KWT;1952;49,7;47856;161998;Asia
Laos;LAO;1952;39;714;1766299;Asia
Lebanon;LBN;1952;61,7;5327;1428098;Asia
Lesotho;LSO;1952;45,8;666;601485;Africa
Liberia;LBR;1952;38,7;3277;951893;Africa
Libya;LBY;1952;33,3;697;1157712;Africa
Luxembourg;LUX;1952;67,2;13162;300064;Europe
Madagascar;MDG;1952;40,2;1581;4149959;Africa
Malawi;MWI;1952;32,9;540;3056302;Africa
Malaysia;MYS;1952;48,9;2345;6273221;Asia
Mali;MLI;1952;28,5;752;4824835;Africa
Malta;MLT;1952;63,7;1701;304718;Europe
Mauritania;MRT;1952;39,8;717;688710;Africa
Mauritius;MUS;1952;50,2;4002;555896;Africa
Mexico;MEX;1952;46,2;3706;29061668;North America
Mongolia;MNG;1952;39,7;719;805035;Asia
Montenegro;MNE;1952;60,5;1784;418821;Europe
Morocco;MAR;1952;39,7;2327;9438851;Africa
Mozambique;MOZ;1952;37,9;1878;6082380;Africa
Myanmar;MMR;1952;37,5;716;18391996;Asia
Namibia;NAM;1952;42,4;4066;527160;Africa
Nepal;NPL;1952;37,8;835;8759893;Asia
Netherlands;NLD;1952;72,1;9698;10361806;Europe
New Zealand;NZL;1952;69,4;12427;1998954;Oceania
Nicaragua;NIC;1952;41,8;3016;1409854;North America
Niger;NER;1952;36,2;1023;2749574;Africa
Nigeria;NGA;1952;36,1;1323;38624424;Africa
North Macedonia;MKD;1952;50,1;2150;1311489;Europe
Norway;NOR;1952;72,7;9267;3328323;Europe
Oman;OMN;1952;30,5;1079;470407;Asia
Pakistan;PAK;1952;37,4;950;38816780;Asia
Palestine;PSE;1952;46,1;1669;962914;Asia
Panama;PAN;1952;56,6;2557;905592;North America
Paraguay;PRY;1952;58,6;2273;1574425;South America
Peru;PER;1952;46,7;3964;8121460;South America
Philippines;PHL;1952;54,3;1890;20167868;Asia
Poland;POL;1952;60;4018;25704542;Europe
Portugal;PRT;1952;59,8;3445;8523679;Europe
Puerto Rico;PRI;1952;62,4;3730;2269210;North America
Qatar;QAT;1952;53,7;47990;25958;Asia
Romania;ROU;1952;62,5;1031;16828590;Europe
Rwanda;RWA;1952;43,7;1071;2302460;Africa
Saint Lucia;LCA;1952;49,6;1288;87546;North America
Sao Tome and Principe;STP;1952;40,2;1272;63046;Africa
Saudi Arabia;SAU;1952;41,7;3937;3279349;Asia
Senegal;SEN;1952;37,4;2077;2628513;Africa
Serbia;SRB;1952;59,8;2032;6147422;Europe
Seychelles;SYC;1952;51,6;2821;38600;Africa
Sierra Leone;SLE;1952;30,3;958;2053044;Africa
Singapore;SGP;1952;53,6;2342;1096241;Asia
Slovenia;SVN;1952;59,7;3934;1472897;Europe
South Africa;ZAF;1952;45,1;4175;13622914;Africa
South Korea;KOR;1952;36,9;1038,041016;20393376;Asia
Spain;ESP;1952;64,8;4105;28404774;Europe
Sri Lanka;LKA;1952;55,7;2093;8245472;Asia
Sweden;SWE;1952;71,8;11152;7119455;Europe
Switzerland;CHE;1952;69,6;12016,30859;4811625;Europe
Syria;SYR;1952;45;4441;3703008;Asia
Taiwan;TWN;1952;57,2;1639;8251047;Asia
Tanzania;TZA;1952;41,7;740;8045282;Africa
Thailand;THA;1952;44,8;1385;21443944;Asia
Togo;TGO;1952;41,2;899;1444762;Africa
Trinidad and Tobago;TTO;1952;56,4;6282;682811;North America
Tunisia;TUN;1952;38,8;1945;3744377;Africa
Turkey;TUR;1952;47,9;2522;22094504;Asia
Uganda;UGA;1952;40,1;1058;6073827;Africa
United Arab Emirates;ARE;1952;42,2;27490;85111;Asia
United Kingdom;GBR;1952;69,5;11303;50484812;Europe
United States;USA;1952;68,4;16444;152941728;North America
Uruguay;URY;1952;66,1;7353;2280664;South America
Venezuela;VEN;1952;52,4;9309;5980388;South America
Vietnam;VNM;1952;50,5;1106;26189598;Asia
Yemen;YEM;1952;31,8;1473;4855824;Asia
Zambia;ZMB;1952;45,7;1140;2453523;Africa
Zimbabwe;ZWE;1952;50,2;1154;2973720;Africa
Afghanistan;AFG;1953;28,9;1240;7764549;Asia
Albania;ALB;1953;46,5;1736;1366747;Europe
Algeria;DZA;1953;42,9;2182;9771686;Africa
Angola;AGO;1953;36,7;1795;4758721;Africa
Argentina;ARG;1953;62,4;7769;18032748;South America
Australia;AUS;1953;69,7;11963;8819163;Oceania
Austria;AUT;1953;67,3;6594;6931796;Europe
Bahrain;BHR;1953;39,2;3747;127198;Asia
Bangladesh;BGD;1953;39,9;872;42329284;Asia
Barbados;BRB;1953;56,7;3803;222736;North America
Belgium;BEL;1953;68,4;9274;8740418;Europe
Benin;BEN;1953;35,8;1492;2316685;Africa
Bolivia;BOL;1953;41,2;2869;3240447;South America
Bosnia and Herzegovina;BIH;1953;52,6;1878;2841474;Europe
Botswana;BWA;1953;46,5;513;442494;Africa
Brazil;BRA;1953;49,2;2418;59025680;South America
Bulgaria;BGR;1953;64,2;3323;7362716;Europe
Burkina Faso;BFA;1953;33,8;816;4364034;Africa
Burundi;BDI;1953;41,3;641;2399100;Africa
Cambodia;KHM;1953;39,7;792;4702070;Asia
Cameroon;CMR;1953;35,4;1148;4519193;Africa
Canada;CAN;1953;69,1;12726;14901533;North America
Cape Verde;CPV;1953;48;1044;191530;Africa
Central African Republic;CAF;1953;36,4;1400;1499691;Africa
Chad;TCD;1953;36,8;870;2656088;Africa
Chile;CHL;1953;54,3;6582;7024139;South America
China;CHN;1953;46;1157;577378688;Asia
Colombia;COL;1953;51,2;3629;12767245;South America
Comoros;COM;1953;37,3;571;171618;Africa
Congo;COG;1953;42,2;1790;891714;Africa
Costa Rica;CRI;1953;56,1;3751;1048064;North America
Cote d'Ivoire;CIV;1953;33,5;1741;2976276;Africa
Croatia;HRV;1953;61,3;2952;3973454;Europe
Cuba;CUB;1953;61,1;2611;6296741;North America
Cyprus;CYP;1953;59,1;3274;517026;Europe
Democratic Republic of Congo;COD;1953;39,1;1105;13074604;Africa
Denmark;DNK;1953;71,2;11623;4362493;Europe
Djibouti;DJI;1953;41,3;3633;68509;Africa
Dominica;DMA;1953;49,5;1073;50834;North America
Dominican Republic;DOM;1953;45,9;1790;2614570;North America
Ecuador;ECU;1953;49,8;3185;3811223;South America
Egypt;EGY;1953;38,8;1425;22659266;Africa
El Salvador;SLV;1953;44,3;2577;2335947;North America
Equatorial Guinea;GNQ;1953;39,9;867;237858;Africa
Eswatini;SWZ;1953;43,8;638;292644;Africa
Ethiopia;ETH;1953;37,2;662;18891918;Africa
Finland;FIN;1953;66,6;7415;4139776;Europe
France;FRA;1953;67,3;9060;42883300;Europe
Gabon;GAB;1953;41,8;3237;482194;Africa
Gambia;GMB;1953;32,4;1036;331382;Africa
Germany;DEU;1953;67,8;7818;70879448;Europe
Ghana;GHA;1953;44,6;1916;5535164;Africa
Greece;GRC;1953;66,4;3681;7959594;Europe
Guatemala;GTM;1953;41,1;3239;3368491;North America
Guinea;GIN;1953;35,7;563;3131204;Africa
Guinea-Bissau;GNB;1953;36,1;547;557291;Africa
Haiti;HTI;1953;39,7;1771;3418649;North America
Honduras;HND;1953;43,8;2184;1695869;North America
Hong Kong;HKG;1953;61,5;3982;2275015;Asia
Hungary;HUN;1953;63,9;4441;9594226;Europe
Iceland;ISL;1953;72,2;8886;150753;Europe
India;IND;1953;42,2;1047;381227712;Asia
Indonesia;IDN;1953;41,4;1451;74207992;Asia
Iran;IRN;1953;40;2531;18017556;Asia
Iraq;IRQ;1953;43,7;3394;6089263;Asia
Ireland;IRL;1953;67,9;5973;2917036;Europe
Israel;ISR;1953;68,1;4638;1450460;Asia
Italy;ITA;1953;66,6;6790;47412148;Europe
Jamaica;JAM;1953;58,9;2695;1509999;North America
Japan;JPN;1953;63,3;3944;88057136;Asia
Jordan;JOR;1953;44,1;2801;541624;Asia
Kenya;KEN;1953;40,3;1009;6201954;Africa
Kuwait;KWT;1953;50,5;49989;166450;Asia
Laos;LAO;1953;39,4;722;1807912;Asia
Lebanon;LBN;1953;62,2;5968;1469433;Asia
Lesotho;LSO;1953;46,6;682;613828;Africa
Liberia;LBR;1953;38,8;3325;971373;Africa
Libya;LBY;1953;33,5;685;1175868;Africa
Luxembourg;LUX;1953;65,3;13256;301764;Europe
Madagascar;MDG;1953;40,6;1613;4252322;Africa
Malawi;MWI;1953;33,1;553;3114937;Africa
Malaysia;MYS;1953;49,9;2295;6435030;Asia
Mali;MLI;1953;28,8;765;4888112;Africa
Malta;MLT;1953;64,8;1779;311425;Europe
Mauritania;MRT;1953;40,2;736;704649;Africa
Mauritius;MUS;1953;49,8;4006;569946;Africa
Mexico;MEX;1953;47,6;3602;29822098;North America
Mongolia;MNG;1953;39,8;741;817524;Asia
Montenegro;MNE;1953;60,9;1570;427834;Europe
Morocco;MAR;1953;40;2340;9696707;Africa
Mozambique;MOZ;1953;38,3;1911;6159692;Africa
Myanmar;MMR;1953;38,5;724;18749632;Asia
Namibia;NAM;1953;43;4125;533762;Africa
Nepal;NPL;1953;37,9;877;8936491;Asia
Netherlands;NLD;1953;71,7;10429;10497301;Europe
New Zealand;NZL;1953;70,2;12522;2048963;Oceania
Nicaragua;NIC;1953;42,4;2997;1451491;North America
Niger;NER;1953;36,1;1042;2838986;Africa
Nigeria;NGA;1953;36,3;1325;39347724;Africa
North Macedonia;MKD;1953;49,5;2240;1339586;Europe
Norway;NOR;1953;73,1;9540;3361502;Europe
Oman;OMN;1953;31;1127;477409;Asia
Pakistan;PAK;1953;38,5;1015;39488232;Asia
Palestine;PSE;1953;46,3;1733;973337;Asia
Panama;PAN;1953;56,7;2649;929511;North America
Paraguay;PRY;1953;58,6;2276;1610544;South America
Peru;PER;1953;47;4111;8349467;South America
Philippines;PHL;1953;55;1999;21073750;Asia
Poland;POL;1953;61,8;4173;26168166;Europe
Portugal;PRT;1953;61,1;3663;8573396;Europe
Puerto Rico;PRI;1953;63,5;3937;2284819;North America
Qatar;QAT;1953;54,3;49284;26820;Asia
Romania;ROU;1953;62,7;1148;17041124;Europe
Rwanda;RWA;1953;43,9;1090;2378942;Africa
Saint Lucia;LCA;1953;50,9;1326;87787;North America
Sao Tome and Principe;STP;1953;40,4;1272;63882;Africa
Saudi Arabia;SAU;1953;42,3;4246;3377026;Asia
Senegal;SEN;1953;37,8;2110;2698422;Africa
Serbia;SRB;1953;60;2348;6222778;Europe
Seychelles;SYC;1953;51,8;2868;38941;Africa
Sierra Leone;SLE;1953;30,9;982;2079382;Africa
Singapore;SGP;1953;55,2;2794;1148757;Asia
Slovenia;SVN;1953;60,4;4106;1488606;Europe
South Africa;ZAF;1953;46;4264;13933250;Africa
South Korea;KOR;1953;41,7;1316,69104;20862402;Asia
Spain;ESP;1953;65,7;4066;28633540;Europe
Sri Lanka;LKA;1953;56,1;2071;8406914;Asia
Sweden;SWE;1953;71,9;11389;7169979;Europe
Switzerland;CHE;1953;69,5;12470,98535;4875720;Europe
Syria;SYR;1953;45,7;4916;3791085;Asia
Taiwan;TWN;1953;57,9;1728;8572129;Asia
Tanzania;TZA;1953;41,8;697;8263716;Africa
Thailand;THA;1953;45,4;1490;21994684;Asia
Togo;TGO;1953;41,4;913;1468985;Africa
Trinidad and Tobago;TTO;1953;57,5;6303;701369;North America
Tunisia;TUN;1953;39,3;1983;3818152;Africa
Turkey;TUR;1953;47,8;2745;22690584;Asia
Uganda;UGA;1953;40,6;1076;6243886;Africa
United Arab Emirates;ARE;1953;42,8;29358;90576;Asia
United Kingdom;GBR;1953;69,8;11709;50728620;Europe
United States;USA;1953;68,7;16917;155451200;North America
Uruguay;URY;1953;66,3;8030;2307492;South America
Venezuela;VEN;1953;53,1;9500;6233187;South America
Vietnam;VNM;1953;51,1;1135;26820860;Asia
Yemen;YEM;1953;31,9;1482;4931837;Asia
Zambia;ZMB;1953;46,1;1184;2525032;Africa
Zimbabwe;ZWE;1953;50,6;1211;3067904;Africa
Afghanistan;AFG;1954;29,2;1245;7864289;Asia
Albania;ALB;1954;47,6;1785;1409011;Europe
Algeria;DZA;1954;40,2;2291;10011548;Africa
Angola;AGO;1954;36,9;1720;4850457;Africa
Argentina;ARG;1954;62,9;7938;18369248;South America
Australia;AUS;1954;69,9;12419;9003364;Oceania
Austria;AUT;1954;67,3;7261;6939644;Europe
Bahrain;BHR;1954;39,9;3883;130908;Asia
Bangladesh;BGD;1954;41,2;872;43282036;Asia
Barbados;BRB;1954;57,9;3947;225315;North America
Belgium;BEL;1954;68,6;9610;8787230;Europe
Benin;BEN;1954;36,1;1505;2337371;Africa
Bolivia;BOL;1954;41,4;2868;3297552;South America
Bosnia and Herzegovina;BIH;1954;54,2;1847;2899036;Europe
Botswana;BWA;1954;47,1;521;452270;Africa
Brazil;BRA;1954;49,7;2531;60827596;South America
Bulgaria;BGR;1954;64,4;3228;7439592;Europe
Burkina Faso;BFA;1954;34,1;838;4417101;Africa
Burundi;BDI;1954;41,6;665;2446765;Africa
Cambodia;KHM;1954;40,2;864;4814380;Asia
Cameroon;CMR;1954;36,4;1175;4592382;Africa
Canada;CAN;1954;69,9;12272;15323199;North America
Cape Verde;CPV;1954;48,5;1030;193477;Africa
Central African Republic;CAF;1954;36,8;1431;1522326;Africa
Chad;TCD;1954;37;888;2705625;Africa
Chile;CHL;1954;54,8;6237;7171411;South America
China;CHN;1954;46,8;1049;589936000;Asia
Colombia;COL;1954;52,1;3759;13130655;South America
Comoros;COM;1954;37,6;590;174814;Africa
Congo;COG;1954;42,8;1822;912138;Africa
Costa Rica;CRI;1954;57,2;3649;1085106;North America
Cote d'Ivoire;CIV;1954;34,1;1769;3062946;Africa
