pais;codigo;anpo;expectativa_vida;pib_per_capita;populacao;continente
Brazil;BRA;1876;;1081;10985124;
Brunei;BRN;1876;;;7760;
Bulgaria;BGR;1876;;;2819098;
Burkina Faso;BFA;1876;;;2032850;
Burundi;BDI;1876;;;1618454;
Cambodia;KHM;1876;;;2435647;
Cameroon;CMR;1876;;;3118107;
Canada;CAN;1876;;2616;4092443;
Cape Verde;CPV;1876;;;107599;
Central African Republic;CAF;1876;;;977613;
Chad;TCD;1876;;;1865168;
Chile;CHL;1876;;1988;2197656;
China;CHN;1876;;;364659045;
Colombia;COL;1876;;1111;2679973;
Comoros;COM;1876;;;71515;
Congo;COG;1876;;;570006;
Costa Rica;CRI;1876;;;168109;
Cote d'Ivoire;CIV;1876;;;1245506;
Croatia;HRV;1876;;;2010499;
Cuba;CUB;1876;;;1457038;
Cyprus;CYP;1876;;;185673;
Czechia;CZE;1876;;;7993812;
Democratic Republic of Congo;COD;1876;;;9205275;
Denmark;DNK;1876;45,82;3395;2002962;
Djibouti;DJI;1876;;;40492;
Dominica;DMA;1876;;;27470;
Dominican Republic;DOM;1876;;;282213;
Ecuador;ECU;1876;;;1094039;
Egypt;EGY;1876;;;7201879;
El Salvador;SLV;1876;;;589099;
Equatorial Guinea;GNQ;1876;;;128178;
Eritrea;ERI;1876;;;627561;
Estonia;EST;1876;;;654597;
Eswatini;SWZ;1876;;;85810;
Ethiopia;ETH;1876;;;18222460;
Fiji;FJI;1876;;;127914;
Finland;FIN;1876;;2007;1923774;
France;FRA;1876;43,51;3233;38510260;
Gabon;GAB;1876;;;351784;
Gambia;GMB;1876;;;135116;
Georgia;GEO;1876;;;1787463;
Germany;DEU;1876;;3301;42041897;
Ghana;GHA;1876;;;2260689;
Greece;GRC;1876;;1921;3902964;
Grenada;GRD;1876;;;40211;
Guatemala;GTM;1876;;;1186099;
Guinea;GIN;1876;;;1266896;
Guinea-Bissau;GNB;1876;;;241391;
Guyana;GUY;1876;;;221812;
Haiti;HTI;1876;;;1239752;
Honduras;HND;1876;;;352727;
Hong Kong;HKG;1876;;;146317;
Hungary;HUN;1876;;;6111588;
Iceland;ISL;1876;40,31;;71063;
India;IND;1876;;;258653799;
Indonesia;IDN;1876;;827;28953979;
Iran;IRN;1876;;;8701216;
Iraq;IRQ;1876;;;1691889;
Ireland;IRL;1876;;;5259246;
Israel;ISR;1876;;;274688;
Italy;ITA;1876;33,62;2662;28742281;
Jamaica;JAM;1876;;;549186;
Japan;JPN;1876;;;35691680;
Jordan;JOR;1876;;;258339;
Kazakhstan;KAZ;1876;;;3381671;
Kenya;KEN;1876;;;3929702;
Kiribati;KIR;1876;;;23226;
Kuwait;KWT;1876;;;84811;
Kyrgyzstan;KGZ;1876;;;882052;
Laos;LAO;1876;;;837464;
Latvia;LVA;1876;;;1462343;
Lebanon;LBN;1876;;;475672;
Lesotho;LSO;1876;;;227649;
Liberia;LBR;1876;;;402543;
Libya;LBY;1876;;;360244;
Liechtenstein;LIE;1876;;;8673;
Lithuania;LTU;1876;;;1773469;
Luxembourg;LUX;1876;;;204860;
Madagascar;MDG;1876;;;2817651;
Malawi;MWI;1876;;;2122380;
Malaysia;MYS;1876;;;961706;
Maldives;MDV;1876;;;57033;
Mali;MLI;1876;;;1858010;
Malta;MLT;1876;;;187480;
Marshall Islands;MHL;1876;;;21955;
Mauritania;MRT;1876;;;314025;
Mauritius;MUS;1876;;;349495;
Mexico;MEX;1876;;;9841498;
Micronesia (country);FSM;1876;;;21715;
Moldova;MDA;1876;;;1184946;
Monaco;MCO;1876;;;15732;
Mongolia;MNG;1876;;;671885;
Montenegro;MNE;1876;;;301730;
Morocco;MAR;1876;;;3692861;
Mozambique;MOZ;1876;;;4544506;
Myanmar;MMR;1876;;;3799148;
Namibia;NAM;1876;;;156136;
Nauru;NRU;1876;;;1919;
Nepal;NPL;1876;;;4772692;
Netherlands;NLD;1876;40,35;4595;3853805;
New Zealand;NZL;1876;;5775;412949;
Nicaragua;NIC;1876;;;386213;
Niger;NER;1876;;;1134536;
Nigeria;NGA;1876;;;15807850;
North Korea;PRK;1876;;;4776921;
North Macedonia;MKD;1876;;;645934;
Norway;NOR;1876;46,8;2477;1843382;
Oman;OMN;1876;;;362358;
Pakistan;PAK;1876;;;16287801;
Palau;PLW;1876;;;5098;
Palestine;PSE;1876;;;214161;
Panama;PAN;1876;;;187970;
Papua New Guinea;PNG;1876;;;902749;
Paraguay;PRY;1876;;;307020;
Peru;PER;1876;;1792;2823335;
Philippines;PHL;1876;;;5328849;
Poland;POL;1876;;1733;18322747;
Portugal;PRT;1876;;1486;4492238;
Qatar;QAT;1876;;;14404;
Romania;ROU;1876;;430;9484168;
Russia;RUS;1876;;;52232278;
Rwanda;RWA;1876;;;1557228;
Saint Kitts and Nevis;KNA;1876;;;43001;
Saint Lucia;LCA;1876;;;36721;
Saint Vincent and the Grenadines;VCT;1876;;;38932;
Samoa;WSM;1876;;;39003;
San Marino;SMR;1876;;;8392;
Sao Tome and Principe;STP;1876;;;33759;
Saudi Arabia;SAU;1876;;;2188601;
Senegal;SEN;1876;;;1131923;
Serbia;SRB;1876;;;1924244;
Seychelles;SYC;1876;;;15767;
Sierra Leone;SLE;1876;;;924326;
Singapore;SGP;1876;;;100978;
Slovakia;SVK;1876;;;2619278;
Slovenia;SVN;1876;;;768922;
Solomon Islands;SLB;1876;;;97585;
Somalia;SOM;1876;;;1482046;
South Africa;ZAF;1876;;1946;4047641;
South Korea;KOR;1876;;;9506147;
South Sudan;SSD;1876;;;1517604;
Spain;ESP;1876;;2346;16593153;
Sri Lanka;LKA;1876;;1258;2985235;
Sudan;SDN;1876;;;4812079;
Suriname;SUR;1876;;;90065;
Sweden;SWE;1876;44,77;2431;4406985;
Switzerland;CHE;1876;40,05;3851,914307;2756177;
Syria;SYR;1876;;;1595010;
Taiwan;TWN;1876;;;2362771;
Tajikistan;TJK;1876;;;774607;
Tanzania;TZA;1876;;;5314060;
Thailand;THA;1876;;;6097713;
Timor;TLS;1876;;;278620;
Togo;TGO;1876;;;614315;
Tonga;TON;1876;;;19483;
Trinidad and Tobago;TTO;1876;;;151730;
Tunisia;TUN;1876;;;1460630;
Turkey;TUR;1876;;;12254144;
Turkmenistan;TKM;1876;;;611183;
Tuvalu;TUV;1876;;;3268;
Uganda;UGA;1876;;;3295889;
Ukraine;UKR;1876;;;18784637;
United Arab Emirates;ARE;1876;;;40914;
United Kingdom;GBR;1876;42,66;5938;33420881;
United States;USA;1876;;5049,836914;46841911;
Uruguay;URY;1876;;3532;414429;
Uzbekistan;UZB;1876;;;3179280;
Vanuatu;VUT;1876;;;46303;
Vatican;VAT;1876;;;908;
Venezuela;VEN;1876;;1924;1886858;
Vietnam;VNM;1876;;;10641227;
World;OWID_WRL;1876;;;1391057502;
Yemen;YEM;1876;;;2836723;
Zambia;ZMB;1876;;;1601090;
Zimbabwe;ZWE;1876;;;861941;
Afghanistan;AFG;1877;;;4289851;
Albania;ALB;1877;;;648493;
Algeria;DZA;1877;;;3710754;
Andorra;AND;1877;;;3950;
Angola;AGO;1877;;;3001550;
Antigua and Barbuda;ATG;1877;;;34832;
Argentina;ARG;1877;;2820;2236323;
Armenia;ARM;1877;;;691426;
Australia;AUS;1877;;6433;2049192;
Austria;AUT;1877;;3268;4813542;
Azerbaijan;AZE;1877;;;1482404;
Bahamas;BHS;1877;;;44009;
Bahrain;BHR;1877;;;66832;
Bangladesh;BGD;1877;;;24015280;
Barbados;BRB;1877;;;168979;
Belarus;BLR;1877;;;3972370;
Belgium;BEL;1877;44,45;4597;5400897;
Belize;BLZ;1877;;;26734;
Benin;BEN;1877;;;991970;
Bhutan;BTN;1877;;;299029;
Bolivia;BOL;1877;;;1254960;
Bosnia and Herzegovina;BIH;1877;;;1292257;
Botswana;BWA;1877;;;131004;
Brazil;BRA;1877;;1050;11192026;
Brunei;BRN;1877;;;8016;
Bulgaria;BGR;1877;;;2859823;
Burkina Faso;BFA;1877;;;2043257;
Burundi;BDI;1877;;;1628282;
Cambodia;KHM;1877;;;2452170;
Cameroon;CMR;1877;;;3135282;
Canada;CAN;1877;;2753;4151869;
Cape Verde;CPV;1877;;;109012;
Central African Republic;CAF;1877;;;981107;
Chad;TCD;1877;;;1869652;
Chile;CHL;1877;;1908;2233947;
China;CHN;1877;;;365691652;
Colombia;COL;1877;;1116;2727370;
Comoros;COM;1877;;;71998;
Congo;COG;1877;;;574746;
Costa Rica;CRI;1877;;;173171;
Cote d'Ivoire;CIV;1877;;;1254933;
Croatia;HRV;1877;;;2028367;
Cuba;CUB;1877;;;1477263;
Cyprus;CYP;1877;;;185684;
Czechia;CZE;1877;;;8044063;
Democratic Republic of Congo;COD;1877;;;9274939;
Denmark;DNK;1877;47,33;3261;2022600;
Djibouti;DJI;1877;;;40526;
Dominica;DMA;1877;;;27565;
Dominican Republic;DOM;1877;;;289431;
Ecuador;ECU;1877;;;1106416;
Egypt;EGY;1877;;;7267629;
El Salvador;SLV;1877;;;603274;
Equatorial Guinea;GNQ;1877;;;129108;
Eritrea;ERI;1877;;;625212;
Estonia;EST;1877;;;662490;
Eswatini;SWZ;1877;;;86672;
Ethiopia;ETH;1877;;;18214323;
Fiji;FJI;1877;;;127577;
Finland;FIN;1877;;1930;1953683;
France;FRA;1877;44,29;3390;38559209;
Gabon;GAB;1877;;;354333;
Gambia;GMB;1877;;;136403;
Georgia;GEO;1877;;;1803829;
Germany;DEU;1877;;3241;42489999;
Ghana;GHA;1877;;;2274342;
Greece;GRC;1877;36,6;1804;3943499;
Grenada;GRD;1877;;;40610;
Guatemala;GTM;1877;;;1201958;
Guinea;GIN;1877;;;1278469;
Guinea-Bissau;GNB;1877;;;243313;
Guyana;GUY;1877;;;227617;
Haiti;HTI;1877;;;1253090;
Honduras;HND;1877;;;343542;
Hong Kong;HKG;1877;;;150446;
Hungary;HUN;1877;;;6145741;
Iceland;ISL;1877;44,71;;71258;
India;IND;1877;;;259201033;
Indonesia;IDN;1877;;838;29251677;
Iran;IRN;1877;;;8734933;
Iraq;IRQ;1877;;;1702064;
Ireland;IRL;1877;;;5236779;
Israel;ISR;1877;;;275540;
Italy;ITA;1877;34,91;2678;28902824;
Jamaica;JAM;1877;;;557697;
Japan;JPN;1877;;;35924218;
Jordan;JOR;1877;;;258831;
Kazakhstan;KAZ;1877;;;3411803;
Kenya;KEN;1877;;;3956782;
Kiribati;KIR;1877;;;23330;
Kuwait;KWT;1877;;;85341;
Kyrgyzstan;KGZ;1877;;;890046;
Laos;LAO;1877;;;855704;
Latvia;LVA;1877;;;1486076;
Lebanon;LBN;1877;;;476259;
Lesotho;LSO;1877;;;229817;
Liberia;LBR;1877;;;406075;
Libya;LBY;1877;;;364362;
Liechtenstein;LIE;1877;;;8736;
Lithuania;LTU;1877;;;1799771;
Luxembourg;LUX;1877;;;206058;
Madagascar;MDG;1877;;;2827233;
Malawi;MWI;1877;;;2119901;
Malaysia;MYS;1877;;;994293;
Maldives;MDV;1877;;;57296;
Mali;MLI;1877;;;1875339;
Malta;MLT;1877;;;188614;
Marshall Islands;MHL;1877;;;22499;
Mauritania;MRT;1877;;;315290;
Mauritius;MUS;1877;;;352618;
Mexico;MEX;1877;;;9958031;
Micronesia (country);FSM;1877;;;21828;
Moldova;MDA;1877;;;1195679;
Monaco;MCO;1877;;;15940;
Mongolia;MNG;1877;;;672842;
Montenegro;MNE;1877;;;306407;
Morocco;MAR;1877;;;3729969;
Mozambique;MOZ;1877;;;4531409;
Myanmar;MMR;1877;;;3745945;
Namibia;NAM;1877;;;157848;
Nauru;NRU;1877;;;1920;
Nepal;NPL;1877;;;4793964;
Netherlands;NLD;1877;42,02;4651;3897298;
New Zealand;NZL;1877;;6347;437602;
Nicaragua;NIC;1877;;;391703;
Niger;NER;1877;;;1141450;
Nigeria;NGA;1877;;;15917013;
North Korea;PRK;1877;;;4794830;
North Macedonia;MKD;1877;;;651841;
Norway;NOR;1877;49,74;2450;1862057;
Oman;OMN;1877;;;362975;
Pakistan;PAK;1877;;;16363738;
Palau;PLW;1877;;;5123;
Palestine;PSE;1877;;;216601;
Panama;PAN;1877;;;190395;
Papua New Guinea;PNG;1877;;;908158;
Paraguay;PRY;1877;;;295726;
Peru;PER;1877;;1637;2859385;
Philippines;PHL;1877;;;5408176;
Poland;POL;1877;;1761;18597170;
Portugal;PRT;1877;;1545;4520688;
Qatar;QAT;1877;;;14482;
Romania;ROU;1877;;440;9540858;
Russia;RUS;1877;;;52708596;
Rwanda;RWA;1877;;;1558877;
Saint Kitts and Nevis;KNA;1877;;;43438;
Saint Lucia;LCA;1877;;;37482;
Saint Vincent and the Grenadines;VCT;1877;;;39442;
Samoa;WSM;1877;;;38728;
San Marino;SMR;1877;;;8455;
Sao Tome and Principe;STP;1877;;;33998;
Saudi Arabia;SAU;1877;;;2186519;
Senegal;SEN;1877;;;1143908;
Serbia;SRB;1877;;;1920620;
Seychelles;SYC;1877;;;15843;
Sierra Leone;SLE;1877;;;931499;
Singapore;SGP;1877;;;104168;
Slovakia;SVK;1877;;;2628434;
Slovenia;SVN;1877;;;775753;
Solomon Islands;SLB;1877;;;98387;
Somalia;SOM;1877;;;1483428;
South Africa;ZAF;1877;;1835;4094026;
South Korea;KOR;1877;;;9500163;
South Sudan;SSD;1877;;;1530716;
Spain;ESP;1877;;2601;16659354;
Sri Lanka;LKA;1877;;1264;3011848;
Sudan;SDN;1877;;;4816178;
Suriname;SUR;1877;;;90257;
Sweden;SWE;1877;45,98;2377;4448465;
Switzerland;CHE;1877;39,98;3630,187744;2774403;
Syria;SYR;1877;;;1599641;
Taiwan;TWN;1877;;;2369272;
Tajikistan;TJK;1877;;;781571;
Tanzania;TZA;1877;;;5308242;
Thailand;THA;1877;;;6144407;
Timor;TLS;1877;;;281995;
Togo;TGO;1877;;;620301;
Tonga;TON;1877;;;19521;
Trinidad and Tobago;TTO;1877;;;156733;
Tunisia;TUN;1877;;;1475989;
Turkey;TUR;1877;;;12329118;
Turkmenistan;TKM;1877;;;616740;
Tuvalu;TUV;1877;;;3283;
Uganda;UGA;1877;;;3312059;
Ukraine;UKR;1877;;;18960010;
United Arab Emirates;ARE;1877;;;41132;
United Kingdom;GBR;1877;43,69;5923;33753769;
United States;USA;1877;;5098,689453;47942438;
Uruguay;URY;1877;;3435;427256;
Uzbekistan;UZB;1877;;;3207605;
Vanuatu;VUT;1877;;;46690;
Vatican;VAT;1877;;;908;
Venezuela;VEN;1877;;1943;1920836;
Vietnam;VNM;1877;;;10669724;
World;OWID_WRL;1877;;;1398962396;
Yemen;YEM;1877;;;2840577;
Zambia;ZMB;1877;;;1601729;
Zimbabwe;ZWE;1877;;;870544;
Afghanistan;AFG;1878;;;4311253;
Albania;ALB;1878;;;654726;
Algeria;DZA;1878;;;3747752;
Andorra;AND;1878;;;3977;
Angola;AGO;1878;;;3020828;
Antigua and Barbuda;ATG;1878;;;34826;
Argentina;ARG;1878;;2619;2307795;
Armenia;ARM;1878;;;697609;
Australia;AUS;1878;;6817;2092894;
Austria;AUT;1878;;3347;4856691;
Azerbaijan;AZE;1878;;;1496050;
Bahamas;BHS;1878;;;44602;
Bahrain;BHR;1878;;;67217;
Bangladesh;BGD;1878;;;24098898;
Barbados;BRB;1878;;;169995;
Belarus;BLR;1878;;;4009123;
Belgium;BEL;1878;44,19;4689;5446189;
Belize;BLZ;1878;;;26954;
Benin;BEN;1878;;;1002160;
Bhutan;BTN;1878;;;297687;
Bolivia;BOL;1878;;;1218590;
Bosnia and Herzegovina;BIH;1878;;;1313052;
Botswana;BWA;1878;;;132318;
Brazil;BRA;1878;;1101;11402824;
Brunei;BRN;1878;;;8280;
Bulgaria;BGR;1878;;;2901137;
Burkina Faso;BFA;1878;;;2053715;
Burundi;BDI;1878;;;1638169;
Cambodia;KHM;1878;;;2468804;
Cameroon;CMR;1878;;;3152551;
Canada;CAN;1878;;2609;4212157;
Cape Verde;CPV;1878;;;110443;
Central African Republic;CAF;1878;;;984613;
Chad;TCD;1878;;;1874146;
Chile;CHL;1878;;1953;2270835;
China;CHN;1878;;;366727181;
Colombia;COL;1878;;1122;2775606;
Comoros;COM;1878;;;72485;
Congo;COG;1878;;;579525;
Costa Rica;CRI;1878;;;178385;
Cote d'Ivoire;CIV;1878;;;1264431;
Croatia;HRV;1878;;;2046394;
Cuba;CUB;1878;;;1497770;
Cyprus;CYP;1878;;;185695;
Czechia;CZE;1878;;;8094630;
Democratic Republic of Congo;COD;1878;;;9345131;
Denmark;DNK;1878;47,54;3351;2042430;
Djibouti;DJI;1878;;;40560;
Dominica;DMA;1878;;;27661;
Dominican Republic;DOM;1878;;;296833;
Ecuador;ECU;1878;;;1118932;
Egypt;EGY;1878;;;7333973;
El Salvador;SLV;1878;;;617789;
Equatorial Guinea;GNQ;1878;;;130045;
Eritrea;ERI;1878;;;622857;
Estonia;EST;1878;;;670478;
Eswatini;SWZ;1878;;;87543;
Ethiopia;ETH;1878;;;18206187;
Fiji;FJI;1878;;;127241;
Finland;FIN;1878;39,15;1870;1984056;
France;FRA;1878;43,31;3333;38608217;
Gabon;GAB;1878;;;356901;
Gambia;GMB;1878;;;137702;
Georgia;GEO;1878;;;1820346;
Germany;DEU;1878;;3352;42942875;
Ghana;GHA;1878;;;2288077;
Greece;GRC;1878;;1985;3984455;
Grenada;GRD;1878;;;41012;
Guatemala;GTM;1878;;;1218029;
Guinea;GIN;1878;;;1290142;
Guinea-Bissau;GNB;1878;;;245249;
Guyana;GUY;1878;;;233573;
Haiti;HTI;1878;;;1266571;
Honduras;HND;1878;;;334596;
Hong Kong;HKG;1878;;;154692;
Hungary;HUN;1878;;;6180086;
Iceland;ISL;1878;41,63;;71454;
India;IND;1878;;;259749368;
Indonesia;IDN;1878;;864;29534046;
Iran;IRN;1878;;;8768778;
Iraq;IRQ;1878;;;1712295;
Ireland;IRL;1878;;;5214407;
Israel;ISR;1878;;;276395;
Italy;ITA;1878;34,34;2745;29064263;
Jamaica;JAM;1878;;;566341;
Japan;JPN;1878;;;36158270;
Jordan;JOR;1878;;;259323;
Kazakhstan;KAZ;1878;;;3442203;
Kenya;KEN;1878;;;3984049;
Kiribati;KIR;1878;;;23436;
Kuwait;KWT;1878;;;85875;
Kyrgyzstan;KGZ;1878;;;898113;
Laos;LAO;1878;;;874339;
Latvia;LVA;1878;;;1510193;
Lebanon;LBN;1878;;;476846;
Lesotho;LSO;1878;;;232006;
Liberia;LBR;1878;;;409637;
Libya;LBY;1878;;;368527;
Liechtenstein;LIE;1878;;;8800;
Lithuania;LTU;1878;;;1826464;
Luxembourg;LUX;1878;;;207264;
Madagascar;MDG;1878;;;2836846;
Malawi;MWI;1878;;;2117425;
Malaysia;MYS;1878;;;1027983;
Maldives;MDV;1878;;;57560;
Mali;MLI;1878;;;1892776;
Malta;MLT;1878;;;189755;
Marshall Islands;MHL;1878;;;23055;
Mauritania;MRT;1878;;;316559;
Mauritius;MUS;1878;;;355769;
Mexico;MEX;1878;;;10075943;
Micronesia (country);FSM;1878;;;21942;
Moldova;MDA;1878;;;1206510;
Monaco;MCO;1878;;;16150;
Mongolia;MNG;1878;;;673799;
Montenegro;MNE;1878;;;311157;
Morocco;MAR;1878;;;3767450;
Mozambique;MOZ;1878;;;4518348;
Myanmar;MMR;1878;;;3693480;
Namibia;NAM;1878;;;159579;
Nauru;NRU;1878;;;1921;
Nepal;NPL;1878;;;4815329;
Netherlands;NLD;1878;41,08;4637;3941280;
New Zealand;NZL;1878;;6808;463727;
Nicaragua;NIC;1878;;;397268;
Niger;NER;1878;;;1148402;
Nigeria;NGA;1878;;;16026889;
North Korea;PRK;1878;;;4812792;
North Macedonia;MKD;1878;;;657803;
Norway;NOR;1878;51,78;2337;1880922;
Oman;OMN;1878;;;363592;
Pakistan;PAK;1878;;;16440019;
Palau;PLW;1878;;;5149;
Palestine;PSE;1878;;;219102;
Panama;PAN;1878;;;192852;
Papua New Guinea;PNG;1878;;;913571;
Paraguay;PRY;1878;;;284847;
Peru;PER;1878;;1415;2895895;
Philippines;PHL;1878;;;5488664;
Poland;POL;1878;;1800;18875702;
Portugal;PRT;1878;;1537;4549318;
Qatar;QAT;1878;;;14561;
Romania;ROU;1878;;454;9597886;
Russia;RUS;1878;;;53189256;
Rwanda;RWA;1878;;;1560527;
Saint Kitts and Nevis;KNA;1878;;;43879;
Saint Lucia;LCA;1878;;;38257;
Saint Vincent and the Grenadines;VCT;1878;;;39958;
Samoa;WSM;1878;;;38454;
San Marino;SMR;1878;;;8517;
Sao Tome and Principe;STP;1878;;;34239;
Saudi Arabia;SAU;1878;;;2184417;
Senegal;SEN;1878;;;1156019;
Serbia;SRB;1878;;;1917003;
Seychelles;SYC;1878;;;15919;
Sierra Leone;SLE;1878;;;938727;
Singapore;SGP;1878;;;107458;
Slovakia;SVK;1878;;;2637621;
Slovenia;SVN;1878;;;782644;
Solomon Islands;SLB;1878;;;99195;
Somalia;SOM;1878;;;1484811;
South Africa;ZAF;1878;;1790;4140936;
South Korea;KOR;1878;;;9494172;
South Sudan;SSD;1878;;;1543915;
Spain;ESP;1878;;2495;16725819;
Sri Lanka;LKA;1878;;1144;3038695;
Sudan;SDN;1878;;;4820217;
Suriname;SUR;1878;;;90449;
Sweden;SWE;1878;46,68;2291;4490335;
Switzerland;CHE;1878;40,45;3485,836914;2792749;
Syria;SYR;1878;;;1604286;
Taiwan;TWN;1878;;;2375789;
Tajikistan;TJK;1878;;;788597;
Tanzania;TZA;1878;;;5302432;
Thailand;THA;1878;;;6191458;
Timor;TLS;1878;;;285411;
Togo;TGO;1878;;;626344;
Tonga;TON;1878;;;19560;
Trinidad and Tobago;TTO;1878;;;161901;
Tunisia;TUN;1878;;;1491510;
Turkey;TUR;1878;;;12404551;
Turkmenistan;TKM;1878;;;622347;
Tuvalu;TUV;1878;;;3299;
Uganda;UGA;1878;;;3328310;
Ukraine;UKR;1878;;;19137019;
United Arab Emirates;ARE;1878;;;41351;
United Kingdom;GBR;1878;42,04;5879;34089972;
United States;USA;1878;;5198,966309;49068804;
Uruguay;URY;1878;;3677;440480;
Uzbekistan;UZB;1878;;;3236182;
Vanuatu;VUT;1878;;;47080;
Vatican;VAT;1878;;;908;
Venezuela;VEN;1878;;2077;1955423;
Vietnam;VNM;1878;;;10698297;
World;OWID_WRL;1878;;;1406939006;
Yemen;YEM;1878;;;2844436;
Zambia;ZMB;1878;;;1602368;
Zimbabwe;ZWE;1878;;;879233;
Afghanistan;AFG;1879;;;4332759;
Albania;ALB;1879;;;661018;
Algeria;DZA;1879;;;3785118;
Andorra;AND;1879;;;4005;
Angola;AGO;1879;;;3040210;
Antigua and Barbuda;ATG;1879;;;34859;
Argentina;ARG;1879;;2664;2381550;
Armenia;ARM;1879;;;703848;
Australia;AUS;1879;;6703;2143510;
Austria;AUT;1879;;3296;4900094;
Azerbaijan;AZE;1879;;;1509822;
Bahamas;BHS;1879;;;45172;
Bahrain;BHR;1879;;;67605;
Bangladesh;BGD;1879;;;24182617;
Barbados;BRB;1879;;;171025;
Belarus;BLR;1879;;;4046216;
Belgium;BEL;1879;43,79;4694;5493172;
Belize;BLZ;1879;;;27209;
Benin;BEN;1879;;;1011939;
Bhutan;BTN;1879;;;296351;
Bolivia;BOL;1879;;;1195276;
Bosnia and Herzegovina;BIH;1879;;;1333672;
Botswana;BWA;1879;;;133646;
Brazil;BRA;1879;;1109;11617608;
Brunei;BRN;1879;;;8553;
Bulgaria;BGR;1879;;;2943047;
Burkina Faso;BFA;1879;;;2064223;
Burundi;BDI;1879;;;1648114;
Cambodia;KHM;1879;;;2485552;
Cameroon;CMR;1879;;;3169926;
Canada;CAN;1879;;2813;4270418;
Cape Verde;CPV;1879;;;111892;
Central African Republic;CAF;1879;;;988136;
Chad;TCD;1879;;;1878651;
Chile;CHL;1879;;2219;2307817;
China;CHN;1879;;;367799212;
Colombia;COL;1879;;1127;2824693;
Comoros;COM;1879;;;72975;
Congo;COG;1879;;;584225;
Costa Rica;CRI;1879;;;183775;
Cote d'Ivoire;CIV;1879;;;1273487;
Croatia;HRV;1879;;;2064581;
Cuba;CUB;1879;;;1516561;
Cyprus;CYP;1879;;;186137;
Czechia;CZE;1879;;;8145514;
Democratic Republic of Congo;COD;1879;;;9409993;
Denmark;DNK;1879;46,22;3425;2062460;
Djibouti;DJI;1879;;;40594;
Dominica;DMA;1879;;;27716;
Dominican Republic;DOM;1879;;;304424;
Ecuador;ECU;1879;;;1131589;
Egypt;EGY;1879;;;7406215;
El Salvador;SLV;1879;;;631579;
Equatorial Guinea;GNQ;1879;;;130988;
Eritrea;ERI;1879;;;620497;
Estonia;EST;1879;;;678562;
Eswatini;SWZ;1879;;;88423;
Ethiopia;ETH;1879;;;18198051;
Fiji;FJI;1879;;;126847;
Finland;FIN;1879;44,92;1860;2014466;
France;FRA;1879;43,95;3113;38664188;
Gabon;GAB;1879;;;359488;
Gambia;GMB;1879;;;139013;
Georgia;GEO;1879;;;1837013;
Germany;DEU;1879;;3234;43388996;
Ghana;GHA;1879;;;2302515;
Greece;GRC;1879;;2063;4025818;
Grenada;GRD;1879;;;41532;
Guatemala;GTM;1879;;;1233847;
Guinea;GIN;1879;;;1301916;
Guinea-Bissau;GNB;1879;;;247201;
Guyana;GUY;1879;;;238841;
Haiti;HTI;1879;;;1280197;
Honduras;HND;1879;;;329281;
Hong Kong;HKG;1879;;;159057;
Hungary;HUN;1879;;;6214622;
Iceland;ISL;1879;39,54;;71590;
India;IND;1879;;;260650638;
Indonesia;IDN;1879;;859;29803304;
Iran;IRN;1879;;;8802752;
Iraq;IRQ;1879;;;1722584;
Ireland;IRL;1879;;;5186259;
Israel;ISR;1879;;;277735;
Italy;ITA;1879;33,96;2753;29234586;
Jamaica;JAM;1879;;;574445;
Japan;JPN;1879;;;36407547;
Jordan;JOR;1879;;;259814;
Kazakhstan;KAZ;1879;;;3472873;
Kenya;KEN;1879;;;4011504;
Kiribati;KIR;1879;;;23542;
Kuwait;KWT;1879;;;86411;
Kyrgyzstan;KGZ;1879;;;906254;
Laos;LAO;1879;;;893379;
Latvia;LVA;1879;;;1534702;
Lebanon;LBN;1879;;;477434;
Lesotho;LSO;1879;;;234216;
Liberia;LBR;1879;;;413229;
Libya;LBY;1879;;;373005;
Liechtenstein;LIE;1879;;;8864;
Lithuania;LTU;1879;;;1853552;
Luxembourg;LUX;1879;;;208250;
Madagascar;MDG;1879;;;2846491;
Malawi;MWI;1879;;;2116219;
Malaysia;MYS;1879;;;1062814;
Maldives;MDV;1879;;;57825;
Mali;MLI;1879;;;1910323;
Malta;MLT;1879;;;190903;
Marshall Islands;MHL;1879;;;23626;
Mauritania;MRT;1879;;;317897;
Mauritius;MUS;1879;;;358534;
Mexico;MEX;1879;;;10195232;
Micronesia (country);FSM;1879;;;22056;
Moldova;MDA;1879;;;1217440;
Monaco;MCO;1879;;;16364;
Mongolia;MNG;1879;;;674759;
Montenegro;MNE;1879;;;315981;
Morocco;MAR;1879;;;3805307;
Mozambique;MOZ;1879;;;4508018;
Myanmar;MMR;1879;;;3702610;
Namibia;NAM;1879;;;161329;
Nauru;NRU;1879;;;1923;
Nepal;NPL;1879;;;4836788;
Netherlands;NLD;1879;41,93;4414;3985887;
New Zealand;NZL;1879;;5689;487792;
Nicaragua;NIC;1879;;;402910;
Niger;NER;1879;;;1155391;
Nigeria;NGA;1879;;;16140850;
North Korea;PRK;1879;;;4830808;
North Macedonia;MKD;1879;;;663818;
Norway;NOR;1879;53,14;2429;1897622;
Oman;OMN;1879;;;364209;
Pakistan;PAK;1879;;;16516645;
Palau;PLW;1879;;;5174;
Palestine;PSE;1879;;;221667;
Panama;PAN;1879;;;195339;
Papua New Guinea;PNG;1879;;;918988;
